text,intents
what are the classes of service on lufthansa,flight
show me the flights from san francisco to washington dc,flight
show me all the flights from columbus to baltimore,flight
what airlines are ac and as,airline
flights from phoenix to las vegas,flight
i want to go and take a plane in atlanta and fly to boston,aircraft
are there any direct flights from atlanta to philadelphia arriving in philadelphia about 12 noon,flight
what are the flights available after 6 pm between san francisco and boston,flight
do you have any flights from denver to baltimore via dallas,flight
which flights go from pittsburgh to atlanta in the evening,flight
morning flight from oakland to dallas,flight
what flights from washington to toronto,flight
what 's the earliest flight from atlanta to boston,flight
what flights go from newark to boston after 5 pm,flight
list all the takeoffs and landings at general mitchell international,flight
i would like to fly us air from orlando to cleveland in the late evening what do you have available,flight
are there any flights from boston to san francisco which stop in denver,flight
can you list all flights from washington to toronto,flight
i would like to travel from boston to denver,flight
what is the fare code y and what is the fare code h,abbreviation
i 'd like to fly from boston to san francisco could you find me the cheapest fare,flight
what does fare code y mean,abbreviation
i 'd like to see the flights from pittsburgh to philadelphia,flight
flight from denver to philadelphia,flight
flights from milwaukee to orlando one way,flight
what flights are provided by american airlines,flight
show me the flights from san francisco to boston on august thirty first,flight
please list the flights from new york to los angeles,flight
i want to go from denver to oakland,flight
how many first class flights does united have leaving from all cities today,quantity
american flights from cincinnati to salt lake city,flight
i would like to book a flight from charlotte to baltimore on april eighth,flight
show me all flights from milwaukee to orlando one way,flight
what is restriction ap 57,abbreviation
i want a flight on continental from boston to san francisco,flight
which companies fly between boston and oakland,airline
what type of aircraft are used on flights from cleveland to dallas that leave before noon,aircraft
what flights are there on sunday from seattle to chicago,flight
what airlines go to pittsburgh,airline
show me the flights from boston to oakland,flight
show flights first class on american from dallas fort worth to san francisco international,flight
what flights from phoenix to las vegas on saturday,flight
which airlines fly from boston to washington,airline
i 'd like to go from boston to san francisco,flight
is there a flight leaving at 1505 from pittsburgh to baltimore on july twenty fifth 1991,flight
i would like a flight from san francisco to pittsburgh on friday morning after 10 o'clock,flight
what flights are there available from philadelphia to denver on wednesday with economy class,flight
i would like to fly from boston to baltimore,flight
what do you have from philadelphia to dallas on saturday morning,flight
list all flights on continental leaving denver on sunday after 2134,flight
list all us air flights from miami to cleveland leaving on sunday afternoon,flight
